vehicle_id,start_time,lat,lon,charge_time_hr
02ef8f01232b1b1828f4e5e1b8e8a85cd71b67c449afafbd2dd7ab726b2bb72795fcd00a9bb2477dfa6f8a325bbfde41ae888127ecd354096a1117f5e6fd9e0d,2023-12-31T03:15:00.000,41.842076117,-87.633973422,4.5837664778364555
03835c48b882746071f26939e611985d88e74e22d5fa6f4e749a10940db6bbbe9daf9cbc8f40b0d49db3abe55aff57e3480d05ec9210da44e63d666cb20f6850,2023-12-26T14:00:00.000,41.874005383,-87.66351755,4.735370559279179
03906d62f91d139ab93f74f50d1b208805b7fbb61e8d1e414a446e6e4432a07c7e297c4aab3835173aa7e6c20088ddb3f86c6fb75cae7d6c90a483181772c2bb,2023-12-28T10:30:00.000,42.001571027,-87.695012589,4.478325817217729
03e0167b1f657558b3f2a8d512b1f2f76029ceb3001d931d2333026cd419c6ea9349f3bcd3a06b3bee9d642db85a8383460715cdf6665e998a2fe9878dd65370,2023-12-24T17:15:00.000,41.794090253,-87.592310855,4.449954262948332
03e0167b1f657558b3f2a8d512b1f2f76029ceb3001d931d2333026cd419c6ea9349f3bcd3a06b3bee9d642db85a8383460715cdf6665e998a2fe9878dd65370,2023-12-28T06:45:00.000,41.80901825,-87.659166599,4.399912151892889
03e0167b1f657558b3f2a8d512b1f2f76029ceb3001d931d2333026cd419c6ea9349f3bcd3a06b3bee9d642db85a8383460715cdf6665e998a2fe9878dd65370,2023-12-31T08:15:00.000,41.771848515,-87.695666342,4.41154917108211
045270ae331ab61646c36aaf542de0077e97a5b0294e29048aca8d607fc0425176cde25d838e6de259ff195eef7cd8ce6d62ec6c24c3f82c873b1750a894c74c,2023-12-26T16:30:00.000,41.975170943,-87.687515515,4.575541584286406
045270ae331ab61646c36aaf542de0077e97a5b0294e29048aca8d607fc0425176cde25d838e6de259ff195eef7cd8ce6d62ec6c24c3f82c873b1750a894c74c,2023-12-31T23:15:00.000,41.922686284,-87.649488729,4.652419420600041
04c44d1bf8cc741f86f8ccdee5b64b65e5a6631d743450a231aa5efbd6f3cde831cf7b983a65bd9b22563c53f4f0deca843c689ba3db19124a48e6fb05f23b61,2023-12-28T15:30:00.000,41.944226601,-87.655998182,4.401309554944559
053486cd912ae399d28c26d6976cf507140df78ec57d09fdfcf12f955f9385229a87ab50347cdefe505a5813be1619c569efbdc17cf5c1e0bc1932599667965e,2023-12-31T12:30:00.000,41.899602111,-87.633308037,4.725018351276517
05e98fcdd5101fb75c828458c6af3370de5f0ffcf07892bc18424ea3b2682621dbc981d8be1f2f634479d1004e37e56bda7bc8c5e41aac1689718987981c2e29,2023-12-24T22:30:00.000,41.96581197,-87.655878786,4.62155533535309
05e98fcdd5101fb75c828458c6af3370de5f0ffcf07892bc18424ea3b2682621dbc981d8be1f2f634479d1004e37e56bda7bc8c5e41aac1689718987981c2e29,2023-12-30T20:15:00.000,41.706587882,-87.623366512,4.579531074565083
0602c4dcde4b0fa95e24da18797128a90565512392fffdd4884a10eab50d59e27122f19b53c3ee249986f24a28fff31c8cf5785ddda764e236060e63d85e510e,2023-12-25T11:00:00.000,41.899602111,-87.633308037,4.767259479037708
0602c4dcde4b0fa95e24da18797128a90565512392fffdd4884a10eab50d59e27122f19b53c3ee249986f24a28fff31c8cf5785ddda764e236060e63d85e510e,2023-12-28T15:00:00.000,41.97907082,-87.903039661,4.785834841069109
0602c4dcde4b0fa95e24da18797128a90565512392fffdd4884a10eab50d59e27122f19b53c3ee249986f24a28fff31c8cf5785ddda764e236060e63d85e510e,2023-12-30T12:00:00.000,41.97907082,-87.903039661,4.601536918983757
07009b8e9b32f36656567f7809b970af38e59dbb58704a3fec6ff88b4353ffa6c1dc9724ee7ca35eb7d2a4aac92ec2e735d0824fdb3356807626a5a220b773c0,2023-12-28T07:45:00.000,41.860190019,-87.7172201,4.577645722424557
0726e4ba09a666ebe22632003c1b4735c11bd53a4e8941e35eaaef66fb0f5f197e320aee80fc6e16312af64171493a7f649ff296e75348a0b7dd8e8bdad5da5c,2023-12-28T16:45:00.000,41.690633347,-87.570058269,4.453928728514737
07800b5117d6e914644f00471b596f2a38426759f6f64ceb925d0b28a7205750813ad2601a17ace8ae2077f3bc1211c3602be88e9326a6a69ed366724efeb14b,2023-12-27T21:45:00.000,41.980264315,-87.913624596,4.718399293487855
07800b5117d6e914644f00471b596f2a38426759f6f64ceb925d0b28a7205750813ad2601a17ace8ae2077f3bc1211c3602be88e9326a6a69ed366724efeb14b,2023-12-30T17:15:00.000,41.878865584,-87.625192142,4.418765600473799
07a82232d832859a7dcb1c40846bb3e21acb2c84755ef64d3cf349674bf1cf057582e21b50b2f5ac9c97e8cecd808912cff26ee1b048f47af3554a48a7e956d1,2023-12-25T19:30:00.000,41.874005383,-87.66351755,4.385972132868388
07a82232d832859a7dcb1c40846bb3e21acb2c84755ef64d3cf349674bf1cf057582e21b50b2f5ac9c97e8cecd808912cff26ee1b048f47af3554a48a7e956d1,2023-12-27T15:30:00.000,41.985015101,-87.804532006,4.393091182748659
07a82232d832859a7dcb1c40846bb3e21acb2c84755ef64d3cf349674bf1cf057582e21b50b2f5ac9c97e8cecd808912cff26ee1b048f47af3554a48a7e956d1,2023-12-29T21:00:00.000,41.777196255,-87.642497527,4.3699003659642095
07c564a10fd59fb57a493d26e4f2a39f0229ac59cdbfb570f93023bbbb938eed963e74922bb8bedadb526754dabc0f236dc791223fa413b271b628994974155c,2023-12-31T20:15:00.000,41.892072635,-87.628874157,4.401411269615124
07f2bd961ac4c9e067abf0b0e4074aec9d6507f7d0373a550e09bb82b74c91a4604057d1c02b80c9f37f12407638edea0f02551e74eea66f6a6f07efeda779ce,2023-12-28T09:30:00.000,41.975170943,-87.687515515,4.524078947147082
07f3ce687dce8fa4518b83cd63bfbfb0383339fd188b5b6b22f4d33d0dbc445b56eabe1b74a1e06ab4cd5533bfdb89f0322934d5a2cc4fa67a4eb383ffd743ec,2023-12-28T02:45:00.000,41.980264315,-87.913624596,4.545752180030297
07f3ce687dce8fa4518b83cd63bfbfb0383339fd188b5b6b22f4d33d0dbc445b56eabe1b74a1e06ab4cd5533bfdb89f0322934d5a2cc4fa67a4eb383ffd743ec,2023-12-31T19:00:00.000,41.874005383,-87.66351755,4.583433330604367
07fa696842b49d5742b2638d5b08bb26eafa3d780b52373314a01823151dc4950955969fefc19ba75ff6bcf5483dcf4d134df78a4c0365092f8e88a8ac292d2b,2023-12-27T07:15:00.000,41.9867118,-87.663416405,4.379372217636787
07fa696842b49d5742b2638d5b08bb26eafa3d780b52373314a01823151dc4950955969fefc19ba75ff6bcf5483dcf4d134df78a4c0365092f8e88a8ac292d2b,2023-12-30T09:45:00.000,41.878865584,-87.625192142,4.5080308774401425
083b7260314e48be5e10a9191da36fb2c0974b91499a5445d8a895ce901d4458b2a95e4fda48ae1ab55dfac3302268fbf967709c30ef58135041ce5d7d844065,2023-12-27T10:00:00.000,41.968069,-87.721559063,4.511156224215761
083b7260314e48be5e10a9191da36fb2c0974b91499a5445d8a895ce901d4458b2a95e4fda48ae1ab55dfac3302268fbf967709c30ef58135041ce5d7d844065,2023-12-30T16:45:00.000,41.922686284,-87.649488729,4.441540612688232
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-23T11:30:00.000,41.857183858,-87.620334624,4.367088913738211
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-26T04:45:00.000,41.874005383,-87.66351755,4.595237954934556
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-27T05:15:00.000,41.878865584,-87.625192142,4.582038978385911
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-28T05:30:00.000,41.740205756,-87.615969523,4.525498954504318
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-29T07:00:00.000,41.874005383,-87.66351755,4.582930121106816
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-30T07:30:00.000,41.878914496,-87.70589713,4.53550652908494
08718f45e1d6f94a16845bd0ada844d322219128f251054bf1ea97fa54840921d4b46bafb7bcf45e00e457cfdd896ec181c78638493f3f6af1ed1ec42d9cf684,2023-12-31T07:45:00.000,41.79259236,-87.769615453,4.457254928394935
0881b7b36b4aad06e5ee59472465b15a6620637f694aae59e671eae69d6813cbce85e8da46949f71f5bd94b08f1db3323debbd8333302d97d22584ef366b2e10,2023-12-27T13:45:00.000,41.87101588,-87.631406525,4.409932618918426
0881b7b36b4aad06e5ee59472465b15a6620637f694aae59e671eae69d6813cbce85e8da46949f71f5bd94b08f1db3323debbd8333302d97d22584ef366b2e10,2023-12-29T18:00:00.000,41.877406123,-87.621971652,4.439923866683701
08dc6cf136c21a6cd3ce240a1c70b8e9dd04543ea96e92ac5a79af1774e0178b1fd834734f1f361ab95a6da432657b34c20adb20a9b8a82822ee869fb345e646,2023-12-31T14:15:00.000,41.97907082,-87.903039661,4.721946306423651
093e9e4c05ea53bf75c51763839d5f5bd5d1785c11ee5ec5e805c14bcb833c9fbfd81ab2b7874a85cba14046e54062335b2221738a0bb0bf1ddcfe83a7efa382,2023-12-26T19:15:00.000,41.899602111,-87.633308037,4.463964532433107
098ac56b572ab91b2ce62b528a811d7e5e1ff9abdd3f87cea3a7929359af142ee994bd5801d6982bef7fc1785da68451bd17ee066b5759757524ec4772971092,2023-12-26T16:30:00.000,41.877406123,-87.621971652,4.597883526467362
098ac56b572ab91b2ce62b528a811d7e5e1ff9abdd3f87cea3a7929359af142ee994bd5801d6982bef7fc1785da68451bd17ee066b5759757524ec4772971092,2023-12-28T19:15:00.000,41.9867118,-87.663416405,4.535400080739795
0996793cf5fd9c72087b8d7fb941ba2f54c51573885d443247867321f0c57930792d767615cc5baf3e4fe9713e35833ef6e181262ae8e9a49611c03de708d3a3,2023-12-25T13:45:00.000,41.899602111,-87.633308037,4.373341845902412
0996793cf5fd9c72087b8d7fb941ba2f54c51573885d443247867321f0c57930792d767615cc5baf3e4fe9713e35833ef6e181262ae8e9a49611c03de708d3a3,2023-12-28T12:00:00.000,41.901206994,-87.676355989,4.492644428147745
09ae211e637ee26a0648e80fc833f0c709d25775b2332ff7407bca698ad34546f2b3e04169204d4ffb7758ccda299ae2c76d753046a3dfd74a4833a8f7aac9d6,2023-12-30T23:30:00.000,41.944226601,-87.655998182,4.494231140116269
09fa5981c7e26333fda83e361dc043dfe136d3bd7940d29cccf81644c98653400e02b7af68fb38274addb599e107158e08360eb2909af4cabd9e951d05a55896,2023-12-31T20:00:00.000,41.899155613,-87.626210532,4.394859494543265
0a1fc3c6078028376b5e00d73d3672231d36ec53b959db0872bf7465283114d4a9deb1d857a80fddc09e8edd41841122e89a90dc7092558e140ff4b537872183,2023-12-25T09:45:00.000,41.980264315,-87.913624596,4.629852174273273
0a1fc3c6078028376b5e00d73d3672231d36ec53b959db0872bf7465283114d4a9deb1d857a80fddc09e8edd41841122e89a90dc7092558e140ff4b537872183,2023-12-28T09:30:00.000,41.899602111,-87.633308037,4.59142156702655
0a2412f478181908974ce4f03ac52607833c0a92f3c4ff1a6de286c06f6f7ecd95a8b870c5a7e5dba45dceb3347ab67f2c01a6e8f3463facafbf555b954242ff,2023-12-29T21:00:00.000,41.902788048,-87.62614559,4.654238716838517
0a89c89d2e743b2f137de7f7a068a45ec486cef6dba0d4c3b193dc28a31a0c91fb318379ce720f6c0be9af2bc93d148009a5011f2cbea1133077f65a8507f283,2023-12-29T14:15:00.000,41.980264315,-87.913624596,4.417851991951779
0bd1d932b3086e8afc5ffa6372c26866d85ff1abaa15db1dd352e16e913393bf5cab10ad485345eb4eb850db3d1a867da39c4e26086f6b7b5f731f93e14a454c,2023-12-29T20:45:00.000,41.901206994,-87.676355989,4.371402700703715
0bea3de3c36237d68b009b24ee3db86c78e9e618a73a3b5776e5f4bba06775f91b3520db910d24b97d577e57c4372f5d9d2eb58d338f3a0add0e37c0f71f6701,2023-12-27T23:45:00.000,41.874005383,-87.66351755,4.762117792857151
0c16d63294bfa9a1d6452cfaf53bd8479acb2161f88c3f49cfc760ef4964b9b717e7695b79231a7dae2dc16e9aa22d4ad0feaa49138d1b15a7607e2e9c2b3286,2023-12-31T14:45:00.000,42.001571027,-87.695012589,4.5893860284344905
0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,2023-12-24T02:15:00.000,41.857183858,-87.620334624,4.720922268968865
0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,2023-12-26T16:15:00.000,41.899602111,-87.633308037,4.494214246053794
0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,2023-12-28T00:00:00.000,41.761577908,-87.572781987,4.528089784957731
0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,2023-12-29T18:15:00.000,41.975170943,-87.687515515,4.572447718267519
0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,2023-12-30T22:00:00.000,41.761577908,-87.572781987,4.552684738718002
0cbf5c0f6aca3628d77c7b6fe89715757ed402a70b0f8b546f175f2f0f8b051cbf2586f93f658f5b91675cbcec559ff886c7b477bf25fbc1f32c4e252f3f3435,2023-12-29T19:00:00.000,41.96581197,-87.655878786,4.472429591557378
0d155321bfc93b437e0630bd155d06827999f3a0021d5b56ac5e4b71fe10ffc1bfaeaaee5a9c78319d9ac8919a22b62a590236283f6240d2697ce2ecda1740b0,2023-12-29T09:45:00.000,41.878865584,-87.625192142,4.430593734609032
0daf144a0b4f020f8accbe2464c459e2a17b0d2e085d0b6325f903b288e2a594d8fe58decd42c69200c0b36fa45bc647ce412f957929a54cdb1a2c6be43a99e0,2023-12-25T05:15:00.000,41.775928827,-87.666596265,4.475734496053803
0daf144a0b4f020f8accbe2464c459e2a17b0d2e085d0b6325f903b288e2a594d8fe58decd42c69200c0b36fa45bc647ce412f957929a54cdb1a2c6be43a99e0,2023-12-27T10:00:00.000,41.874005383,-87.66351755,4.415356812525328
0daf144a0b4f020f8accbe2464c459e2a17b0d2e085d0b6325f903b288e2a594d8fe58decd42c69200c0b36fa45bc647ce412f957929a54cdb1a2c6be43a99e0,2023-12-29T16:45:00.000,41.980264315,-87.913624596,4.453803278010269
0daf144a0b4f020f8accbe2464c459e2a17b0d2e085d0b6325f903b288e2a594d8fe58decd42c69200c0b36fa45bc647ce412f957929a54cdb1a2c6be43a99e0,2023-12-31T22:30:00.000,41.890608853,-87.756046711,4.382073710376458
0de60e56188c91367fb11ff31b43ea9e0e4c45811b11bc171c6cda89051bcfec5bb4be29cb0fcd96d6640c25ff96aaaed322ad5997efafe166e2c848e48c5fe3,2023-12-24T11:45:00.000,41.763246799,-87.616134111,4.486532395668323
0de60e56188c91367fb11ff31b43ea9e0e4c45811b11bc171c6cda89051bcfec5bb4be29cb0fcd96d6640c25ff96aaaed322ad5997efafe166e2c848e48c5fe3,2023-12-26T15:15:00.000,41.878865584,-87.625192142,4.635413399086534
0de60e56188c91367fb11ff31b43ea9e0e4c45811b11bc171c6cda89051bcfec5bb4be29cb0fcd96d6640c25ff96aaaed322ad5997efafe166e2c848e48c5fe3,2023-12-28T13:15:00.000,41.689729914,-87.669054403,4.463496018481719
0de60e56188c91367fb11ff31b43ea9e0e4c45811b11bc171c6cda89051bcfec5bb4be29cb0fcd96d6640c25ff96aaaed322ad5997efafe166e2c848e48c5fe3,2023-12-31T09:45:00.000,41.763246799,-87.616134111,4.461417780372629
0e2b6cbc4e226e73a3323ec0e56b4d86d4798240e794f6699a31f2710c3b3ca228424f8a9bb7ba1d295333efa9067b3c904c0e9475e86ec4d85765256b7f9cfb,2023-12-28T17:45:00.000,41.892507781,-87.626214906,4.411704462373126
0e2c8a33dc327556ea419177e26876b6064be9d7ca86d9ac1e2e3430f13d4451099a3784eddbd442b6ee75775eda1d1f854691c9f781f3de1d0dea357ae29ab5,2023-12-31T16:00:00.000,41.790506261,-87.583143717,4.489468730815755
0ed96f11414297581014df319b690503d335ba479b8d578fc4ce5ee12067eb1ed16d13487c2c56391bc82fd284934a528a98a92a8ba231607a38826a7c03c3e5,2023-12-30T11:00:00.000,41.971142808,-87.705776701,4.3728641811229245
0f3f29ac05b3574275f73ea36e2e0ff7ca74e41c8e72d1d1ab6e1556b3143f83d5bfb56d6594d19d79de8bd5321b9d185c7d81200761d50259860491e66d2a41,2023-12-29T05:45:00.000,41.761577908,-87.572781987,4.545904104128611
0f80c11a9759a2aa5ef5a09c2912523a14314590fa2ac3edeb112c44e7eedadff27300df488825f3e5789534c4009f1bb95d3d0950cc8428813c43d2ebe4d493,2023-12-30T21:15:00.000,41.884987192,-87.620992913,4.458007145900175
0f831bff43d83f396f2e4950126c6137dcdb60fb4c8580ffe860203747a83a789b22f2f9e4fbdd0dd8ed8c310366d8935228ddbcadf708fb9691ca5dd1b6c802,2023-12-27T10:45:00.000,41.993930128,-87.758353588,4.452831765202343
0f90a9b7e6b934c076767338a37ff205a0cca7d51e0eae69eb5600a4cc3fa5a9d9660c42be41c30c048d822b82958835f2440870587ddfbc8ffd10ed6295726c,2023-12-27T14:45:00.000,42.009622881,-87.670166857,4.439803532041072
0fdab9be71f6d88e3d3a2e115afc5a33d2bf74153792c50143688a9c285f33207c6dc6d558d09b16fe1d167e979b0daffaba4f089cac2517a1fab980a4386ade,2023-12-29T02:45:00.000,41.878865584,-87.625192142,4.670633459617246
1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,2023-12-29T19:30:00.000,41.980264315,-87.913624596,4.552338432466676
1095c5432cb9cfd88296fb166e38d560936d4690801dddfae2bbae88a2d295542548a58e8e2394de8c67c82610261281b4303ad7f0b85236f9e7c4f46badf414,2023-12-27T16:15:00.000,41.89503345,-87.619710672,4.541263510963915
10a1a12aaa298a258ad67d07cb3ad152e721f24494442a023a5ed2f66a740a18957a4cc7a47b3826d48c350b44e194941446d8d8a0da4f951b0be9885971af68,2023-12-28T20:30:00.000,41.980264315,-87.913624596,4.792225114571761
10a3a3db038a616cf1e784ef0c6bb9dd6e3d2cfb94f50e927e704d66ceb6313a1cc7b6bf620e40eeb4082ef0447c141bef6e0c8845682a91eae882021b75bc74,2023-12-27T17:15:00.000,41.980264315,-87.913624596,4.487078421128415
10e8a565ac8829bd9caa44f57e9831fd8b4ff374e4d6667337dc4114eb4a0356ec563e55a82e248e315ebf8e938ed4c8418dda95d5a5b409e7ce9b6139215b24,2023-12-30T17:45:00.000,41.890608853,-87.756046711,4.378293263904794
112a65e84475c4cf57643414f05b68860c47f719e07e5d02c2d726551091d045801f5d55f6d294163d87352a4e5eb67c3c5a6171422246df4874596b7c7e8722,2023-12-30T15:45:00.000,41.899602111,-87.633308037,4.410923746025277
1158f25979ad78fd3dafc867a540ad761b65922c312e6170ccee63c3f14adea37317d3cf4e2053d2bdb1531d17670872e0411e496905ef9cb4821e0e96056139,2023-12-28T18:15:00.000,41.880994471,-87.632746489,4.605078550749602
11a881b7291dab7fe4187136591e3c02f39adbf8d9d3f2ddefb20b564df268c96e2692fa310d85c661e0e4fe6fa223eff741e6c8708f865c3881dedb89dd80e7,2023-12-29T12:15:00.000,41.890922026,-87.618868355,4.827394867692876
11bb28dc5075f790bd4529d80a571002aeb69fd4145015caf45040d4ed2268d2aeb42f82059e30bea7db4eb4819c577912f80ee59b6444902599e580a78c6ebe,2023-12-29T17:45:00.000,41.97907082,-87.903039661,4.674727560354561
11d27841ca91177af186bee8a9fdd7a2ead81b3fc96e1b95bf8b39d5aff3f56ee1c5ae2d6bd82775764d7f7ff9178c2c23a724c975614125a93bf28d13dcbc66,2023-12-29T16:15:00.000,41.980264315,-87.913624596,4.708488315858713
11f73b08790612efe341cf8cf69cadbcb77322937941860d0f0df787aa6cb819aae857d7f1805be77e4439c66455b8f099ca121e59b77b5ffeb02951f0248807,2023-12-25T13:30:00.000,41.794090253,-87.592310855,4.403021530813599
11f73b08790612efe341cf8cf69cadbcb77322937941860d0f0df787aa6cb819aae857d7f1805be77e4439c66455b8f099ca121e59b77b5ffeb02951f0248807,2023-12-26T14:00:00.000,41.812948939,-87.617859676,4.38513420428502
11f73b08790612efe341cf8cf69cadbcb77322937941860d0f0df787aa6cb819aae857d7f1805be77e4439c66455b8f099ca121e59b77b5ffeb02951f0248807,2023-12-28T09:30:00.000,41.96581197,-87.655878786,4.770283555702497
11f73b08790612efe341cf8cf69cadbcb77322937941860d0f0df787aa6cb819aae857d7f1805be77e4439c66455b8f099ca121e59b77b5ffeb02951f0248807,2023-12-30T07:45:00.000,41.980264315,-87.913624596,4.448973070034037
121e6b6064d993f2f1bc475ffd6392987c431f18e99c307e3da44c3b130bbb07e29413ad792dc339227b20a60bbc6af2fd8f4a4ad7d9468d9c732a1626da7dc9,2023-12-31T12:15:00.000,41.944226601,-87.655998182,4.423738091348846
1256eb4e5549b851c530f8c69b19f6bede51d6cc604a38ac0148532435b53e5a001cbf9959b443ff74a92e7bef354574f08dd5bb54576d1d09047caf6a32dff8,2023-12-24T10:00:00.000,41.761577908,-87.572781987,4.603160248517219
